ID,duration,wav,wav_format,wav_opts
noise-free-sound-0204_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0204_1.wav,wav,
noise-free-sound-0205_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0205_3.wav,wav,
noise-free-sound-0206,2.3356875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0206.wav,wav,
noise-free-sound-0207_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0207_1.wav,wav,
noise-free-sound-0208_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0208_1.wav,wav,
noise-free-sound-0209_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0209_2.wav,wav,
noise-free-sound-0210_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0210_0.wav,wav,
noise-free-sound-0211_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0211_1.wav,wav,
noise-free-sound-0212_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0212_2.wav,wav,
noise-free-sound-0213_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0213_0.wav,wav,
noise-free-sound-0214_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0214_1.wav,wav,
noise-free-sound-0215_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0215_1.wav,wav,
noise-free-sound-0216_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0216_11.wav,wav,
noise-free-sound-0217_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0217_0.wav,wav,
noise-free-sound-0218_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0218_1.wav,wav,
noise-free-sound-0219_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0219_1.wav,wav,
noise-free-sound-0220_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0220_1.wav,wav,
noise-free-sound-0221_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0221_2.wav,wav,
noise-free-sound-0222,1.2095625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0222.wav,wav,
noise-free-sound-0223_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0223_0.wav,wav,
noise-free-sound-0224_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0224_3.wav,wav,
noise-free-sound-0225_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0225_3.wav,wav,
noise-free-sound-0226_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0226_7.wav,wav,
noise-free-sound-0227_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0227_9.wav,wav,
noise-free-sound-0228_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0228_4.wav,wav,
noise-free-sound-0229_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0229_0.wav,wav,
noise-free-sound-0230_12,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0230_12.wav,wav,
noise-free-sound-0231_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0231_6.wav,wav,
noise-free-sound-0232_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0232_13.wav,wav,
noise-free-sound-0233_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0233_13.wav,wav,
noise-free-sound-0234_24,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0234_24.wav,wav,
noise-free-sound-0235_65,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0235_65.wav,wav,
noise-free-sound-0236_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0236_0.wav,wav,
noise-free-sound-0237_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0237_0.wav,wav,
noise-free-sound-0238_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0238_3.wav,wav,
noise-free-sound-0239_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0239_11.wav,wav,
noise-free-sound-0240_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0240_7.wav,wav,
noise-free-sound-0241_16,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0241_16.wav,wav,
noise-free-sound-0242_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0242_6.wav,wav,
noise-free-sound-0243_29,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0243_29.wav,wav,
noise-free-sound-0244_38,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0244_38.wav,wav,
noise-free-sound-0245_8,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0245_8.wav,wav,
noise-free-sound-0246_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0246_7.wav,wav,
noise-free-sound-0247_24,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0247_24.wav,wav,
noise-free-sound-0248_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0248_19.wav,wav,
noise-free-sound-0249_12,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0249_12.wav,wav,
noise-free-sound-0250_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0250_1.wav,wav,
noise-free-sound-0251_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0251_9.wav,wav,
noise-free-sound-0252_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0252_5.wav,wav,
noise-free-sound-0253,0.9750625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0253.wav,wav,
noise-free-sound-0254_20,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0254_20.wav,wav,
noise-free-sound-0255_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0255_0.wav,wav,
noise-free-sound-0256_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0256_11.wav,wav,
noise-free-sound-0257_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0257_0.wav,wav,
noise-free-sound-0258_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0258_7.wav,wav,
noise-free-sound-0259_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0259_3.wav,wav,
noise-free-sound-0260_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0260_3.wav,wav,
noise-free-sound-0261_28,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0261_28.wav,wav,
noise-free-sound-0262_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0262_10.wav,wav,
noise-free-sound-0263,0.9043125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0263.wav,wav,
noise-free-sound-0264_8,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0264_8.wav,wav,
noise-free-sound-0265,1.3325625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0265.wav,wav,
noise-free-sound-0266_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0266_10.wav,wav,
noise-free-sound-0267_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0267_11.wav,wav,
noise-free-sound-0268_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0268_6.wav,wav,
noise-free-sound-0269_15,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0269_15.wav,wav,
noise-free-sound-0270_131,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0270_131.wav,wav,
noise-free-sound-0271_8,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0271_8.wav,wav,
noise-free-sound-0272_12,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0272_12.wav,wav,
noise-free-sound-0273_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0273_2.wav,wav,
noise-free-sound-0274_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0274_0.wav,wav,
noise-free-sound-0275_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0275_3.wav,wav,
noise-free-sound-0276,2.8715,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0276.wav,wav,
noise-free-sound-0277_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0277_0.wav,wav,
noise-free-sound-0278_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0278_11.wav,wav,
noise-free-sound-0279_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0279_4.wav,wav,
noise-free-sound-0280_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0280_19.wav,wav,
noise-free-sound-0281,0.1,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0281.wav,wav,
noise-free-sound-0282_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0282_11.wav,wav,
noise-free-sound-0283_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0283_6.wav,wav,
noise-free-sound-0284,2.786,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0284.wav,wav,
noise-free-sound-0285_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0285_0.wav,wav,
noise-free-sound-0286_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0286_2.wav,wav,
noise-free-sound-0287_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0287_19.wav,wav,
noise-free-sound-0288_18,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0288_18.wav,wav,
noise-free-sound-0289_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0289_6.wav,wav,
noise-free-sound-0290_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0290_13.wav,wav,
noise-free-sound-0291_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0291_2.wav,wav,
noise-free-sound-0292_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0292_4.wav,wav,
noise-free-sound-0293_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0293_13.wav,wav,
noise-free-sound-0294_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0294_1.wav,wav,
noise-free-sound-0295_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0295_1.wav,wav,
noise-free-sound-0296,1.8616875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0296.wav,wav,
noise-free-sound-0297,1.799,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0297.wav,wav,
noise-free-sound-0298_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0298_9.wav,wav,
noise-free-sound-0299,0.212625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0299.wav,wav,
noise-free-sound-0300_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0300_1.wav,wav,
noise-free-sound-0301_59,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0301_59.wav,wav,
noise-free-sound-0302_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0302_4.wav,wav,
noise-free-sound-0303_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0303_1.wav,wav,
noise-free-sound-0304_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0304_19.wav,wav,
noise-free-sound-0305_8,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0305_8.wav,wav,
noise-free-sound-0306_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0306_7.wav,wav,
noise-free-sound-0307_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0307_2.wav,wav,
noise-free-sound-0308_18,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0308_18.wav,wav,
noise-free-sound-0309_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0309_0.wav,wav,
noise-free-sound-0310_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0310_6.wav,wav,
noise-free-sound-0311_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0311_3.wav,wav,
noise-free-sound-0312,1.513,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0312.wav,wav,
noise-free-sound-0313,2.7875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0313.wav,wav,
noise-free-sound-0314,0.6109375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0314.wav,wav,
noise-free-sound-0315,2.7838125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0315.wav,wav,
noise-free-sound-0316_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0316_2.wav,wav,
noise-free-sound-0317_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0317_1.wav,wav,
noise-free-sound-0318,0.40925,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0318.wav,wav,
noise-free-sound-0319,1.515125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0319.wav,wav,
noise-free-sound-0320_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0320_1.wav,wav,
noise-free-sound-0321_36,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0321_36.wav,wav,
noise-free-sound-0322_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0322_9.wav,wav,
noise-free-sound-0323_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0323_2.wav,wav,
noise-free-sound-0324_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0324_11.wav,wav,
noise-free-sound-0325,1.6456875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0325.wav,wav,
noise-free-sound-0326_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0326_4.wav,wav,
noise-free-sound-0327_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0327_0.wav,wav,
noise-free-sound-0328,0.7181875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0328.wav,wav,
noise-free-sound-0329_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0329_2.wav,wav,
noise-free-sound-0330_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0330_1.wav,wav,
noise-free-sound-0331_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0331_1.wav,wav,
noise-free-sound-0332_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0332_0.wav,wav,
noise-free-sound-0333_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0333_4.wav,wav,
noise-free-sound-0334_58,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0334_58.wav,wav,
noise-free-sound-0335_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0335_10.wav,wav,
noise-free-sound-0336_15,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0336_15.wav,wav,
noise-free-sound-0337,1.4255,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0337.wav,wav,
noise-free-sound-0338_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0338_2.wav,wav,
noise-free-sound-0339_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0339_5.wav,wav,
noise-free-sound-0340_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0340_10.wav,wav,
noise-free-sound-0341_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0341_6.wav,wav,
noise-free-sound-0342_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0342_3.wav,wav,
noise-free-sound-0343,2.809625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0343.wav,wav,
noise-free-sound-0344_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0344_5.wav,wav,
noise-free-sound-0345_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0345_0.wav,wav,
noise-free-sound-0346_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0346_5.wav,wav,
noise-free-sound-0347_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0347_3.wav,wav,
noise-free-sound-0348_15,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0348_15.wav,wav,
noise-free-sound-0349,1.0,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0349.wav,wav,
noise-free-sound-0350_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0350_2.wav,wav,
noise-free-sound-0351_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0351_0.wav,wav,
noise-free-sound-0352_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0352_2.wav,wav,
noise-free-sound-0353_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0353_7.wav,wav,
noise-free-sound-0354,0.9999375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0354.wav,wav,
noise-free-sound-0355_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0355_3.wav,wav,
noise-free-sound-0356_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0356_7.wav,wav,
noise-free-sound-0357_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0357_1.wav,wav,
noise-free-sound-0358_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0358_6.wav,wav,
noise-free-sound-0359_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0359_5.wav,wav,
noise-free-sound-0360_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0360_3.wav,wav,
noise-free-sound-0361_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0361_1.wav,wav,
noise-free-sound-0362_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0362_3.wav,wav,
noise-free-sound-0363_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0363_0.wav,wav,
noise-free-sound-0364_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0364_2.wav,wav,
noise-free-sound-0365_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0365_2.wav,wav,
noise-free-sound-0366_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0366_0.wav,wav,
noise-free-sound-0367,1.044875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0367.wav,wav,
noise-free-sound-0368,1.6456875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0368.wav,wav,
noise-free-sound-0369_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0369_0.wav,wav,
noise-free-sound-0370_23,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0370_23.wav,wav,
noise-free-sound-0371_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0371_6.wav,wav,
noise-free-sound-0372_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0372_6.wav,wav,
noise-free-sound-0373_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0373_0.wav,wav,
noise-free-sound-0374,0.7430625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0374.wav,wav,
noise-free-sound-0375,0.75,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0375.wav,wav,
noise-free-sound-0376_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0376_0.wav,wav,
noise-free-sound-0377_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0377_1.wav,wav,
noise-free-sound-0378_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0378_6.wav,wav,
noise-free-sound-0379_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0379_1.wav,wav,
noise-free-sound-0380,0.144,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0380.wav,wav,
noise-free-sound-0381_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0381_13.wav,wav,
noise-free-sound-0382_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0382_19.wav,wav,
noise-free-sound-0383_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0383_9.wav,wav,
noise-free-sound-0384_58,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0384_58.wav,wav,
noise-free-sound-0385_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0385_1.wav,wav,
noise-free-sound-0386_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0386_7.wav,wav,
noise-free-sound-0387_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0387_0.wav,wav,
noise-free-sound-0388_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0388_0.wav,wav,
noise-free-sound-0389_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0389_3.wav,wav,
noise-free-sound-0390_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0390_4.wav,wav,
noise-free-sound-0391_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0391_6.wav,wav,
noise-free-sound-0392_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0392_3.wav,wav,
noise-free-sound-0393_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0393_0.wav,wav,
noise-free-sound-0394_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0394_6.wav,wav,
noise-free-sound-0395_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0395_1.wav,wav,
noise-free-sound-0396_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0396_2.wav,wav,
noise-free-sound-0397_14,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0397_14.wav,wav,
noise-free-sound-0398_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0398_13.wav,wav,
noise-free-sound-0399_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0399_4.wav,wav,
noise-free-sound-0400_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0400_3.wav,wav,
noise-free-sound-0401_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0401_2.wav,wav,
noise-free-sound-0402_8,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0402_8.wav,wav,
noise-free-sound-0403_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0403_3.wav,wav,
noise-free-sound-0404_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0404_5.wav,wav,
noise-free-sound-0405,2.306875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0405.wav,wav,
noise-free-sound-0406_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0406_5.wav,wav,
noise-free-sound-0407,2.9594375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0407.wav,wav,
noise-free-sound-0408_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0408_4.wav,wav,
noise-free-sound-0409_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0409_1.wav,wav,
noise-free-sound-0410,1.1808125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0410.wav,wav,
noise-free-sound-0411,2.3625625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0411.wav,wav,
